,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenAbvGr,KitchenQual,Functional,GarageType,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,OverallQual,OverallCond,SalePrice,LotArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YearsToSale
343,120,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,TwnhsE,1Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,495,72,0,0,0,0,Normal,9,5,266000,8849,28,1684,1684,0,0,1684,2,6,1,2,564,3
344,160,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,TwnhsE,2Story,TA,TA,CBlock,Gd,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,182,0,0,0,0,0,Normal,5,3,85000,2592,129,536,536,576,0,1112,3,4,0,1,336,34
345,50,RL,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,Fa,Typ,Detchd,Y,0,0,0,0,0,0,Normal,6,5,140200,6435,0,972,972,605,0,1577,3,6,1,1,312,56
346,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,NAmes,1Fam,1Story,TA,Gd,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,8,151500,12772,498,958,958,0,0,958,2,5,0,1,301,9
347,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Ex,Y,FuseA,1,TA,Typ,Attchd,Y,0,40,0,0,0,0,Normal,6,5,157500,17600,1270,1478,1478,0,0,1478,3,6,2,2,498,49
348,160,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,Twnhs,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,0,27,0,0,0,0,Normal,7,5,154000,2448,573,764,764,862,0,1626,2,6,0,2,474,4
349,60,RL,Pave,IR2,Lvl,AllPub,Inside,NridgHt,1Fam,2Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,0,0,0,0,0,0,Partial,9,5,437154,20431,1410,1848,1848,880,0,2728,4,10,2,3,706,0
350,120,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,TwnhsE,1Story,Ex,TA,PConc,Ex,TA,Unf,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,210,54,0,0,0,0,Partial,9,5,318061,7820,0,1869,1869,0,0,1869,2,6,1,2,617,0
351,120,RL,Pave,IR1,Low,AllPub,Inside,ClearCr,1Fam,1Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,80,0,0,184,0,Abnorml,7,5,190000,5271,1082,1453,1453,0,0,1453,2,6,1,2,445,20
352,50,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1.5Fin,TA,TA,CBlock,TA,Fa,LwQ,GasA,TA,N,SBrkr,1,TA,Typ,Detchd,Y,48,0,0,0,0,0,Normal,5,6,95000,9084,236,616,616,495,0,1111,3,5,0,1,200,58
353,30,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1Story,TA,Gd,BrkTil,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,Y,106,0,0,0,0,0,Normal,6,8,105900,8520,0,624,720,0,0,720,2,5,0,2,484,7
354,50,RL,Pave,Reg,Bnk,AllPub,Inside,SWISU,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,LwQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,108,0,0,0,Normal,6,5,140000,8400,388,940,1192,403,0,1595,2,6,2,1,240,6
355,20,RL,Pave,IR2,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,Gd,PConc,Gd,Gd,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,26,0,0,0,0,Normal,6,5,177500,11249,334,1200,1200,0,0,1200,3,6,0,2,521,12
356,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,1Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,120,26,0,0,0,0,Normal,6,6,173000,9248,560,1158,1167,0,0,1167,3,6,0,2,400,17
357,120,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,TwnhsE,1Story,TA,TA,PConc,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,536,90,0,0,0,0,Normal,5,5,134000,4224,874,1142,1142,0,0,1142,3,6,1,2,528,31
358,80,RL,Pave,IR1,Lvl,AllPub,Inside,ClearCr,1Fam,SLvl,TA,TA,CBlock,TA,TA,BLQ,GasA,Ex,Y,FuseF,1,Gd,Min2,BuiltIn,Y,168,0,294,0,0,0,Abnorml,5,4,130000,6930,300,1062,1352,0,0,1352,3,6,0,1,288,48
359,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,NoRidge,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,208,75,0,0,374,0,Normal,8,5,280000,12011,956,1086,1086,838,0,1924,3,7,1,2,592,8
360,85,RL,Pave,IR1,Lvl,AllPub,CulDSac,Mitchel,1Fam,SFoyer,TA,TA,CBlock,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,192,0,Normal,6,6,156000,7540,773,888,912,0,0,912,2,5,1,2,470,29
361,50,RL,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,N,0,0,0,0,0,0,Normal,5,5,145000,9144,399,883,988,517,0,1505,3,8,0,1,240,26
362,85,RL,Pave,Reg,Lvl,AllPub,Corner,Edwards,1Fam,SFoyer,Gd,TA,Slab,None,None,None,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,0,0,177,0,0,0,Normal,7,5,198500,7301,0,0,495,1427,0,1922,4,7,1,2,672,6
363,160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Twnhs,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Detchd,Y,250,0,0,0,0,0,Normal,6,8,118000,1680,162,483,483,504,0,987,2,5,0,1,264,2
364,60,RL,Pave,IR1,Lvl,AllPub,FR2,NWAmes,1Fam,2Story,TA,TA,PConc,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,306,111,0,0,0,0,Normal,6,5,190000,18800,712,796,790,784,0,1574,3,6,1,2,566,30
365,70,RM,Pave,Reg,Lvl,AllPub,Inside,IDOTRR,1Fam,2Story,TA,Gd,CBlock,TA,Fa,Rec,GasA,Gd,Y,FuseA,1,TA,Typ,Detchd,Y,0,128,218,0,0,0,Normal,5,7,147000,10690,456,672,672,672,0,1344,3,6,0,1,468,12
366,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,Gd,TA,BLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,0,76,0,0,185,0,Normal,6,5,159000,9500,609,1394,1394,0,0,1394,3,6,2,2,514,46
367,80,RL,Pave,IR1,Lvl,AllPub,Corner,NAmes,1Fam,SLvl,TA,TA,CBlock,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Basment,Y,64,110,0,0,0,0,Normal,6,5,165000,9150,371,1099,1431,0,0,1431,3,6,1,1,296,46
368,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,PConc,TA,TA,LwQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,0,98,0,0,0,0,Normal,5,6,132000,7800,540,1268,1268,0,0,1268,2,7,1,1,244,56
369,20,RL,Pave,IR1,Lvl,AllPub,Corner,NAmes,1Fam,1Story,TA,Gd,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,Y,364,17,0,0,182,0,Normal,5,7,162000,9830,72,1063,1287,0,0,1287,3,7,1,2,576,4
370,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,TA,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,100,40,0,0,0,0,Normal,6,5,172400,8121,0,953,953,711,0,1664,3,7,1,2,460,6
371,50,RL,Pave,Reg,Lvl,AllPub,Inside,ClearCr,1Fam,1.5Fin,TA,TA,CBlock,None,None,None,GasA,TA,Y,SBrkr,1,TA,Min2,Detchd,N,0,59,0,0,0,0,Normal,4,4,134432,17120,0,0,1120,468,0,1588,4,7,1,2,680,49
372,120,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,TwnhsE,1Story,TA,TA,CBlock,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,353,0,0,0,90,0,Normal,6,5,125000,7175,623,744,752,0,0,752,2,4,0,1,264,26
373,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,PConc,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Min2,Attchd,Y,66,0,0,0,0,0,Normal,5,6,123000,10634,428,608,1319,0,0,1319,3,5,0,1,270,56
374,60,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,100,48,0,0,0,0,Normal,7,5,219500,8200,0,847,847,1081,0,1928,4,8,1,2,434,3
375,30,RL,Pave,IR1,Low,AllPub,Inside,Edwards,1Fam,1Story,Fa,Fa,BrkTil,Fa,Po,BLQ,GasA,Gd,N,FuseA,1,Fa,Maj1,None,Y,0,0,0,0,0,0,Normal,1,1,61000,10020,350,683,904,0,0,904,1,4,0,0,0,59
376,85,RL,Pave,IR1,Lvl,AllPub,CulDSac,CollgCr,1Fam,SFoyer,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,5,148000,8846,298,870,914,0,0,914,2,5,0,2,576,10
377,60,FV,Pave,IR1,Lvl,AllPub,Corner,Somerst,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,159,214,0,0,0,0,Normal,8,5,340000,11143,0,1580,1580,886,0,2466,4,8,1,2,610,2
378,20,RL,Pave,Reg,Lvl,AllPub,Corner,StoneBr,1Fam,1Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,113,0,0,0,0,0,Partial,9,2,394432,11394,1445,1856,1856,0,0,1856,1,8,1,3,834,0
379,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,TA,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,100,63,0,0,0,0,Normal,6,5,179000,8123,0,982,1007,793,0,1800,3,7,1,2,463,9
380,50,RL,Pave,Reg,Lvl,AllPub,Inside,SWISU,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,LwQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,0,242,0,0,0,Normal,5,6,127000,5000,218,1026,1026,665,0,1691,3,6,1,1,308,60
381,20,FV,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,1Story,Gd,TA,PConc,Gd,Gd,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,216,121,0,0,0,0,Partial,7,5,187750,7200,0,1293,1301,0,0,1301,2,5,1,2,572,0
382,60,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,144,53,0,0,0,0,Normal,7,5,213500,9245,0,939,939,858,0,1797,3,8,0,2,639,1
383,45,RH,Pave,Reg,Lvl,AllPub,Corner,SawyerW,1Fam,1.5Unf,TA,TA,BrkTil,Fa,Fa,Unf,GasA,TA,N,FuseA,1,TA,Typ,Detchd,N,0,0,91,0,0,0,Normal,6,3,76000,9000,0,784,784,0,0,784,2,5,0,2,360,59
384,60,RL,Pave,IR2,Low,AllPub,Corner,ClearCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,216,231,0,0,0,0,Normal,6,5,240000,53107,985,1580,1079,874,0,1953,3,9,2,2,501,15
385,120,RL,Pave,Reg,Lvl,AllPub,Inside,Blmngtn,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,146,20,0,0,144,0,Normal,8,5,192000,3182,24,1256,1269,0,0,1269,2,6,1,2,430,5
386,50,RL,Pave,Reg,Lvl,AllPub,FR2,Edwards,1Fam,1.5Fin,TA,Fa,PConc,TA,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,None,N,0,151,0,0,0,0,AdjLand,5,3,81000,8410,0,658,658,526,0,1184,5,8,0,0,0,10
387,80,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,SLvl,TA,TA,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,296,0,0,0,0,0,Abnorml,6,6,125000,7200,631,1041,1125,0,0,1125,3,6,1,1,352,33
388,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,120,25,0,0,0,0,Normal,7,5,191000,9382,0,1468,1479,0,0,1479,3,6,0,2,577,8
389,60,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,1Fam,2Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,BuiltIn,Y,196,134,0,0,0,0,Partial,10,5,426000,12474,1280,1682,1742,590,0,2332,3,9,1,3,846,0
390,50,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1.5Fin,TA,TA,BrkTil,TA,Gd,Rec,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,130,112,0,0,0,Normal,5,8,119000,8405,241,861,961,406,0,1367,4,7,0,1,384,58
391,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Mitchel,1Fam,2Story,TA,TA,PConc,Ex,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,125,192,0,0,0,0,Normal,6,5,215000,12209,690,804,804,1157,0,1961,3,7,1,2,560,7
392,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,Slab,None,None,None,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,5,7,106500,8339,0,0,882,0,0,882,3,5,0,1,294,48
393,30,RL,Pave,Reg,Lvl,AllPub,Corner,BrkSide,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,FuseA,1,TA,Typ,None,Y,0,0,0,0,0,0,Abnorml,4,5,100000,7446,266,788,788,0,0,788,2,4,2,0,0,56
394,50,RL,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,Unf,GasA,Gd,Y,FuseA,1,TA,Typ,Detchd,Y,0,39,0,0,0,0,Normal,5,6,109000,10134,0,735,735,299,0,1034,2,5,0,1,240,57
395,20,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,44,0,0,0,0,0,Normal,5,6,129000,9571,739,1144,1144,0,0,1144,3,6,0,1,596,54
396,20,RL,Pave,Reg,Low,AllPub,Inside,CollgCr,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,Y,215,0,0,0,0,0,Normal,5,5,123000,7200,777,894,894,0,0,894,2,6,0,2,600,37
397,60,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,168,0,0,0,0,Normal,5,5,169500,7590,540,864,876,936,0,1812,4,8,1,1,264,45
398,30,RM,Pave,Reg,Lvl,AllPub,Corner,IDOTRR,1Fam,1Story,TA,Fa,BrkTil,Fa,Po,Unf,GasA,Gd,Y,Mix,1,TA,Maj2,Detchd,N,0,0,0,0,0,0,Abnorml,5,2,67000,8967,0,961,1077,0,0,1077,2,6,0,1,338,57
399,60,FV,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,168,0,0,0,0,Normal,7,5,241000,8125,812,1092,1112,438,0,1550,2,7,0,2,438,2
400,120,RL,Pave,IR2,Lvl,AllPub,Inside,Veenker,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,120,30,0,0,224,0,Normal,8,5,245500,14963,786,1260,1288,0,0,1288,1,4,2,2,500,12
401,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,0,0,0,0,0,Partial,7,5,164990,8767,24,1310,1310,0,0,1310,3,6,1,2,400,1
402,30,RL,Pave,Reg,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,TA,PConc,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,N,168,0,0,0,0,0,Normal,5,8,108000,10200,0,672,672,0,0,672,2,4,0,1,240,11
403,60,RL,Pave,Reg,Lvl,AllPub,Corner,NoRidge,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Gd,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,144,123,0,0,0,0,Abnorml,8,5,258000,12090,0,1141,1165,1098,0,2263,4,10,1,2,420,8
404,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,TA,TA,PConc,Gd,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,BuiltIn,Y,0,40,0,0,0,0,Normal,6,5,168000,10364,0,806,806,766,0,1572,3,7,1,2,373,11
405,20,RL,Pave,IR1,Lvl,AllPub,Corner,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Ex,Y,SBrkr,1,TA,Min1,Attchd,Y,120,78,0,0,0,0,Normal,4,4,150000,9991,1116,1281,1620,0,0,1620,3,8,1,2,490,16
406,50,RL,Pave,Reg,Lvl,AllPub,Inside,SWISU,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,Unf,GasA,Ex,Y,FuseA,1,TA,Maj2,Detchd,Y,0,0,0,0,0,0,Normal,6,5,115000,10480,0,1064,1166,0,473,1639,3,6,0,1,240,58
407,70,RL,Pave,Reg,Lvl,AllPub,Inside,Crawfor,1Fam,2Story,TA,TA,BrkTil,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,160,0,0,0,Normal,6,7,177000,15576,0,840,840,840,0,1680,4,8,0,1,308,32
408,60,RL,Pave,Reg,Lvl,AllPub,Corner,NridgHt,1Fam,2Story,Gd,TA,PConc,Ex,Gd,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,192,62,0,0,0,0,Partial,7,5,280000,14154,0,1063,1071,1101,0,2172,3,9,1,3,947,1
409,60,FV,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,2Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,0,102,0,0,0,0,Partial,8,5,339750,10800,789,1034,1050,1028,0,2078,3,8,1,3,836,0
410,20,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1Story,TA,Fa,CBlock,TA,Fa,Unf,GasA,TA,Y,FuseA,1,TA,Mod,Attchd,Y,0,0,0,0,0,0,Abnorml,5,3,60000,9571,0,1276,1276,0,0,1276,3,5,0,1,350,51
411,190,RL,Pave,Reg,Bnk,AllPub,Inside,Gilbert,2fmCon,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,N,SBrkr,1,TA,Typ,Attchd,Y,264,0,0,0,0,0,Normal,5,5,145000,34650,1056,1056,1056,0,0,1056,3,5,0,2,572,51
412,20,FV,Pave,IR2,Lvl,AllPub,Inside,Somerst,1Fam,1Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,144,0,0,0,0,Partial,7,5,222000,4403,578,1470,1478,0,0,1478,2,7,1,2,484,1
413,30,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1Story,TA,TA,CBlock,TA,TA,Unf,GasA,Gd,Y,FuseA,1,TA,Typ,Detchd,Y,0,0,130,0,0,0,Normal,5,6,115000,8960,0,1008,1028,0,0,1028,2,5,1,2,360,60
414,60,RL,Pave,IR2,Lvl,AllPub,CulDSac,SawyerW,1Fam,2Story,Gd,TA,PConc,Gd,TA,BLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,196,187,0,0,0,0,Normal,7,5,228000,11228,50,1080,1080,1017,0,2097,3,9,1,3,678,15
415,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,100,30,0,0,0,0,Partial,7,5,181134,8899,24,1340,1340,0,0,1340,3,6,0,2,396,0
416,60,RL,Pave,Reg,Lvl,AllPub,Inside,Sawyer,1Fam,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,7,149500,7844,209,672,672,728,0,1400,3,6,1,2,440,28
417,70,RL,Pave,IR1,Lvl,AllPub,Inside,Crawfor,1Fam,2Story,TA,TA,BrkTil,Gd,TA,BLQ,GasW,TA,N,FuseA,1,TA,Typ,Detchd,N,0,0,0,0,0,0,Normal,6,6,239000,22420,1128,1370,1370,1254,0,2624,4,10,1,3,864,57
418,50,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,ALQ,GasA,Fa,N,FuseF,1,TA,Typ,Detchd,P,0,0,0,0,0,0,AdjLand,5,6,126000,8160,312,756,756,378,0,1134,3,7,0,1,240,57
419,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,85,184,0,0,0,Normal,5,6,142000,8450,775,1056,1056,0,0,1056,3,6,1,1,304,42
420,90,RM,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Duplex,SFoyer,TA,Gd,PConc,Gd,Gd,GLQ,GasA,Ex,Y,SBrkr,2,TA,Typ,Attchd,Y,0,0,0,0,0,0,Alloca,7,5,206300,7060,1309,1344,1344,0,0,1344,2,8,0,4,784,10
421,20,RL,Pave,IR1,Lvl,AllPub,FR2,NWAmes,1Fam,1Story,Gd,TA,CBlock,Gd,TA,ALQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,240,0,0,0,0,0,Normal,6,7,215000,16635,1246,1602,1602,0,0,1602,3,8,1,2,529,9
422,20,RL,Pave,Reg,HLS,AllPub,Inside,Mitchel,1Fam,1Story,TA,TA,CBlock,TA,TA,Unf,GasA,Ex,Y,FuseA,1,TA,Typ,Attchd,N,0,0,0,0,0,0,Normal,5,5,113000,21750,0,988,988,0,0,988,2,4,0,2,520,54
423,60,RL,Pave,Reg,Lvl,AllPub,Inside,NoRidge,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,66,0,0,0,0,Normal,8,5,315000,9200,986,1470,1470,1160,0,2630,4,8,1,3,696,10
424,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,Gd,TA,LwQ,GasA,Gd,Y,FuseA,1,TA,Typ,Attchd,Y,0,44,0,0,0,0,Normal,6,5,139000,9000,616,1196,1196,0,0,1196,2,6,1,1,297,52
425,60,RM,Pave,Reg,HLS,AllPub,Inside,OldTown,1Fam,2Story,TA,Gd,CBlock,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,P,0,0,126,0,0,0,Normal,7,8,135000,3378,0,651,707,682,0,1389,3,6,2,1,240,17
426,80,RL,Pave,Reg,Low,AllPub,Inside,SawyerW,1Fam,SLvl,Gd,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,80,0,0,0,396,0,Normal,7,5,275000,12800,1518,1518,1644,0,0,1644,2,5,1,2,569,20
427,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,4,6,109008,8593,288,907,907,0,0,907,3,5,0,1,352,51
428,20,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,105,54,0,0,0,0,Partial,7,5,195400,6762,664,1208,1208,0,0,1208,2,6,0,2,628,0
429,20,RL,Pave,IR1,Lvl,AllPub,Corner,Timber,1Fam,1Story,TA,TA,CBlock,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,0,169,0,0,0,Normal,6,5,175000,11457,1005,1392,1412,0,0,1412,3,6,1,2,576,21
430,160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Twnhs,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Abnorml,6,5,85400,1680,387,483,483,504,0,987,2,4,0,1,264,37
431,50,RM,Pave,IR1,Bnk,AllPub,Inside,OldTown,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,None,N,0,98,0,0,0,0,Abnorml,6,7,79900,5586,0,901,1088,110,0,1198,4,7,0,0,0,10
